250 104 1
251 121 1
252 99 1
253 117 1
254 103 1
255 95 1
256 78 1
257 103 1
258 119 1
259 114 1
260 115 1
261 87 1
262 107 1
263 122 1
264 86 1
265 105 1
266 127 1
267 80 1
268 108 1
269 100 1
270 78 1
271 113 1
272 93 1
273 104 1
274 88 1
275 98 1
276 92 1
277 115 1
278 93 1
279 88 1
280 98 1
281 102 1
282 110 1
283 105 1
284 100 1
285 98 1
286 114 1
287 108 1
288 119 1
289 103 1
290 87 1
291 98 1
292 127 1
293 91 1
294 98 1
295 98 1
296 95 1
297 100 1
298 96 1
299 105 1
300 124 1
301 103 1
302 106 1
303 95 1
304 93 1
305 108 1
306 94 1
307 119 1
308 93 1
309 93 1
310 108 1
311 128 0
312 95 1
313 90 1
314 95 1
315 108 1
316 101 1
317 114 1
318 97 1
319 106 1
320 112 1
321 94 1
322 95 1
323 94 1
324 110 1
325 99 1
326 85 1
327 118 1
328 99 1
329 94 1
330 99 1
331 115 1
332 101 1
333 73 1
334 107 1
335 99 1
336 95 1
337 122 1
338 101 1
339 93 1
340 92 1
341 105 1
342 103 1
343 97 1
344 102 1
345 88 1
346 101 1
347 94 1
348 98 1
349 84 1
350 102 1
351 100 1
352 114 1
353 117 1
354 92 1
355 110 1
356 98 1
357 101 1
358 86 1
359 101 1
360 95 1
361 110 1
362 87 1
363 100 1
364 122 1
365 106 1
366 116 1
367 99 1
368 108 1
369 86 1
370 107 1
371 102 1
372 125 1
373 103 1
374 110 1
375 91 1
376 110 1
377 100 1
378 80 1
379 99 1
380 117 1
381 121 1
382 87 1
383 98 1
384 114 1
385 95 1
386 89 1
387 91 1
388 106 1
389 114 1
390 85 1
391 110 1
392 101 1
393 93 1
394 116 1
395 105 1
396 108 1
397 105 1
398 81 1
399 83 1
400 101 1
401 93 1
402 101 1
403 89 1
404 109 1
405 115 1
406 111 1
407 106 1
408 102 1
409 89 1
410 93 1
411 95 1
412 94 1
413 101 1
414 97 1
415 101 1
416 107 1
417 95 1
418 104 1
419 102 1
420 108 1
421 89 1
422 103 1
423 115 1
424 131 0
425 119 1
426 93 1
427 108 1
428 91 1
429 114 1
430 107 1
431 98 1
432 91 1
433 89 1
434 100 1
435 113 1
436 103 1
437 116 1
438 99 1
439 88 1
440 102 1
441 116 1
442 95 1
443 109 1
444 85 1
445 112 1
446 105 1
447 104 1
448 106 1
449 100 1
450 107 1
451 75 1
452 96 1
453 104 1
454 106 1
455 95 1
456 99 1
457 105 1
458 100 1
459 109 1
460 95 1
461 108 1
462 96 1
463 108 1
464 98 1
465 70 1
466 103 1
467 109 1
468 99 1
469 109 1
470 99 1
471 100 1
472 98 1
473 96 1
474 82 1
475 109 1
476 93 1
477 96 1
478 91 1
479 90 1
480 92 1
481 97 1
482 95 1
483 97 1
484 72 1
485 92 1
486 99 1
487 105 1
488 95 1
489 105 1
490 103 1
491 105 1
492 93 1
493 110 1
494 99 1
495 114 1
496 106 1
497 99 1
498 110 1
499 101 1
500 303 0
501 303 0
502 296 0
503 304 0
504 291 0
505 295 0
506 308 0
507 283 0
508 281 0
509 302 0
510 296 0
511 308 0
512 306 0
513 326 0
514 299 0
515 289 0
516 313 0
517 304 0
518 303 0
519 301 0
520 301 0
521 302 0
522 303 0
523 289 0
524 299 0
525 314 0
526 300 0
527 300 0
528 299 0
529 290 0
530 293 0
531 281 0
532 306 0
533 325 0
534 299 0
535 306 0
536 290 0
537 295 0
538 297 0
539 298 0
540 304 0
541 296 0
542 296 0
543 294 0
544 315 0
545 297 0
546 316 0
547 298 0
548 322 0
549 282 0
550 292 0
551 286 0
552 275 0
553 295 0
554 296 0
555 291 0
556 303 0
557 300 0
558 302 0
559 307 0
560 294 0
561 293 0
562 306 0
563 310 0
564 315 0
565 301 0
566 290 0
567 306 0
568 307 0
569 314 0
570 294 0
571 287 0
572 309 0
573 310 0
574 302 0
575 308 0
576 311 0
577 275 0
578 291 0
579 309 0
580 317 0
581 302 0
582 304 0
583 299 0
584 314 0
585 303 0
586 312 0
587 296 0
588 308 0
589 316 0
590 303 0
591 296 0
592 309 0
593 294 0
594 270 0
595 304 0
596 317 0
597 302 0
598 300 0
599 295 0
600 303 0
601 295 0
602 316 0
603 299 0
604 298 0
605 281 0
606 290 0
607 283 0
608 291 0
609 291 0
610 299 0
611 306 0
612 296 0
613 297 0
614 295 0
615 292 0
616 294 0
617 288 0
618 293 0
619 289 0
620 300 0
621 297 0
622 292 0
623 295 0
624 286 0
625 305 0
626 287 0
627 302 0
628 293 0
629 292 0
630 312 0
631 290 0
632 312 0
633 306 0
634 299 0
635 311 0
636 302 0
637 322 0
638 314 0
639 297 0
640 288 0
641 315 0
642 293 0
643 309 0
644 297 0
645 303 0
646 290 0
647 291 0
648 316 0
649 309 0
650 300 0
651 318 0
652 312 0
653 304 0
654 302 0
655 304 0
656 290 0
657 285 0
658 298 0
659 297 0
660 311 0
661 301 0
662 313 0
663 313 0
664 295 0
665 310 0
666 306 0
667 310 0
668 281 0
669 309 0
670 303 0
671 308 0
672 310 0
673 291 0
674 292 0
675 301 0
676 294 0
677 314 0
678 299 0
679 313 0
680 306 0
681 310 0
682 304 0
683 326 0
684 302 0
685 298 0
686 304 0
687 311 0
688 290 0
689 287 0
690 309 0
691 292 0
692 307 0
693 274 0
694 291 0
695 299 0
696 306 0
697 306 0
698 306 0
699 303 0
700 304 0
701 321 0
702 283 0
703 293 0
704 282 0
705 301 0
706 296 0
707 289 0
708 301 0
709 299 0
710 313 0
711 310 0
712 313 0
713 329 0
714 297 0
715 298 0
716 301 0
717 308 0
718 310 0
719 319 0
720 294 0
721 315 0
722 286 0
723 313 0
724 309 0
725 302 0
726 294 0
727 315 0
728 304 0
729 296 0
730 301 0
731 282 0
732 301 0
733 307 0
734 290 0
735 302 0
736 303 0
737 290 0
738 284 0
739 303 0
740 309 0
741 301 0
742 286 0
743 314 0
744 297 0
745 309 0
746 284 0
747 299 0
748 297 0
749 299 0
750 312 0
751 298 0
752 302 0
753 266 0
754 299 0
755 321 0
756 303 0
757 298 0
758 302 0
759 298 0
760 297 0
761 310 0
762 284 0
763 287 0
764 305 0
765 298 0
766 293 0
767 294 0
768 293 0
769 309 0
770 303 0
771 304 0
772 282 0
773 298 0
774 312 0
775 320 0
776 294 0
777 280 0
778 311 0
779 294 0
780 301 0
781 299 0
782 310 0
783 300 0
784 299 0
785 307 0
786 317 0
787 284 0
788 299 0
789 306 0
790 297 0
791 302 0
792 282 0
793 318 0
794 300 0
795 279 0
796 284 0
797 301 0
798 292 0
799 317 0
800 298 0
801 293 0
802 289 0
803 292 0
804 320 0
805 325 0
806 300 0
807 298 0
808 298 0
809 298 0
810 301 0
811 309 0
812 287 0
813 319 0
814 307 0
815 306 0
816 291 0
817 298 0
818 283 0
819 295 0
820 294 0
821 317 0
822 298 0
823 301 0
824 312 0
825 296 0
826 309 0
827 312 0
828 295 0
829 306 0
830 288 0
831 312 0
832 315 0
833 304 0
834 299 0
835 286 0
836 303 0
837 302 0
838 291 0
839 307 0
840 301 0
841 305 0
842 299 0
843 302 0
844 304 0
845 299 0
846 295 0
847 305 0
848 288 0
849 296 0
850 307 0
851 287 0
852 320 0
853 301 0
854 296 0
855 309 0
856 299 0
857 291 0
858 295 0
859 300 0
860 290 0
861 300 0
862 309 0
863 314 0
864 310 0
865 287 0
866 301 0
867 294 0
868 302 0
869 301 0
870 313 0
871 295 0
872 285 0
873 302 0
874 287 0
875 301 0
876 287 0
877 308 0
878 321 0
879 305 0
880 290 0
881 312 0
882 301 0
883 311 0
884 298 0
885 295 0
886 319 0
887 302 0
888 314 0
889 305 0
890 314 0
891 291 0
892 314 0
893 301 0
894 305 0
895 288 0
896 298 0
897 295 0
898 319 0
899 309 0
900 312 0
901 290 0
902 284 0
903 297 0
904 311 0
905 306 0
906 307 0
907 305 0
908 303 0
909 298 0
910 315 0
911 306 0
912 288 0
913 294 0
914 291 0
915 292 0
916 281 0
917 296 0
918 311 0
919 301 0
920 295 0
921 313 0
922 290 0
923 309 0
924 304 0
925 295 0
926 317 0
927 295 0
928 302 0
929 316 0
930 297 0
931 307 0
932 293 0
933 311 0
934 293 0
935 298 0
936 315 0
937 313 0
938 316 0
939 303 0
940 292 0
941 305 0
942 302 0
943 302 0
944 302 0
945 300 0
946 284 0
947 283 0
948 298 0
949 295 0
950 292 0
951 313 0
952 293 0
953 295 0
954 292 0
955 310 0
956 323 0
957 298 0
958 292 0
959 297 0
960 293 0
961 306 0
962 314 0
963 306 0
964 306 0
965 301 0
966 285 0
967 292 0
968 304 0
969 312 0
970 302 0
971 293 0
972 301 0
973 290 0
974 295 0
975 294 0
976 285 0
977 305 0
978 304 0
979 278 0
980 314 0
981 289 0
982 324 0
983 302 0
984 298 0
985 303 0
986 309 0
987 287 0
988 303 0
989 323 0
990 291 0
991 301 0
992 304 0
993 296 0
994 298 0
995 289 0
996 307 0
997 292 0
998 305 0
999 308 0
